1.611341981932132057e+03 7.839895897889722391e+02 6.631655319814584573e+02 6.036190443721137626e+02 5.663302006543399330e+02 5.401136621122712995e+02 5.204216286256149715e+02 5.048526898294210810e+02 4.921729643433140495e+02 4.815932475321203015e+02 4.725875230193298648e+02 4.648337618081961864e+02 4.580213051019483146e+02 4.519741411118268957e+02 4.465625480679421457e+02 4.416833046153310534e+02 4.372532476299210202e+02 4.332066233625712357e+02 4.294905225932110397e+02 4.260929559633007102e+02 4.229687965869019877e+02
1.812717449769366567e+03 8.584152630631956526e+02 7.190121765413788353e+02 6.503090194961538373e+02 6.072860746277626731e+02 5.770380538022923247e+02 5.543178406653746606e+02 5.363547516228389895e+02 5.217251675744695376e+02 5.095185239393953225e+02 4.991279160541861870e+02 4.901817950336744047e+02 4.823217291880758921e+02 4.753446410447651260e+02 4.691008605433199250e+02 4.634712932240227019e+02 4.583599873622790142e+02 4.536910777806310762e+02 4.494035190249043694e+02 4.454834787641697744e+02 4.418788890040326010e+02
1.812999604108809535e+03 9.312799946125425095e+02 7.742109417707882812e+02 6.966237954387651143e+02 6.479900104524061817e+02 6.137774972168092518e+02 5.880711461833318481e+02 5.677419628553096800e+02 5.511825895508752637e+02 5.373638473533251272e+02 5.255996901479085182e+02 5.154702562446997263e+02 5.065694699488662991e+02 4.986681779494867328e+02 4.915969816031073378e+02 4.852211010023843301e+02 4.794319491283580987e+02 4.741436745555906214e+02 4.692871951303142168e+02 4.648473700179284833e+02 4.607641200226211140e+02
1.812999999445302819e+03 1.002388518478651577e+03 8.286787530385962555e+02 7.425145677348772324e+02 6.884090535165483971e+02 6.503077116332310652e+02 6.216627376318898541e+02 5.989991851205296598e+02 5.805327221039967753e+02 5.651186544658083903e+02 5.519937776981981870e+02 5.406912606520196505e+02 5.307575516608086446e+02 5.219385307199323734e+02 5.140453200221350016e+02 5.069276663131810210e+02 5.004645209620385344e+02 4.945601877952600489e+02 4.891376616072752199e+02 4.841810965855884774e+02 4.796211877663884593e+02
1.812999999999222837e+03 1.071559907556577627e+03 8.823361505400393980e+02 7.879338753598191261e+02 7.285109437364375253e+02 6.866048289672393139e+02 6.550740741170488945e+02 6.301114677362645580e+02 6.097631949283380663e+02 5.927724848378312572e+02 5.783011977139228748e+02 5.658369840717170973e+02 5.548790491543685448e+02 5.451495201614621919e+02 5.364403197400516774e+02 5.285859572019235202e+02 5.214531163034301926e+02 5.149364135346527291e+02 5.089510494311905404e+02 5.034811430532809027e+02 4.984468029213805380e+02
1.812999999999998863e+03 1.138629125739786105e+03 9.351075798830053145e+02 8.328357459322911609e+02 7.682641883669299432e+02 7.226454422067840824e+02 6.882869125658113489e+02 6.610640689960869167e+02 6.388617911044567563e+02 6.203149927224183102e+02 6.045130663274078415e+02 5.908996698554922204e+02 5.789270936088410053e+02 5.682950138072918662e+02 5.587764639066754171e+02 5.501909748153753981e+02 5.423931769302824932e+02 5.352681722739172301e+02 5.287235123608400045e+02 5.227440136681800595e+02 5.172376901961852127e+02
1.813000000000000000e+03 1.203448495202876529e+03 9.869216218380216787e+02 8.771758333803929872e+02 8.076381296682321818e+02 7.584066549688964187e+02 7.212833389012138241e+02 6.918424769462006907e+02 6.678164621940055667e+02 6.477359587380997255e+02 6.306206074820066760e+02 6.158716356999021855e+02 6.028948782550625083e+02 5.913689306668100016e+02 5.810482788725068986e+02 5.717377567757447423e+02 5.632801758543455435e+02 5.555513114906858618e+02 5.484512295259447683e+02 5.419662341832739685e+02 5.359905897718708729e+02
1.813000000000000000e+03 1.265889060534528653e+03 1.037711181278557206e+03 9.209115477607418825e+02 8.466030074021018663e+02 7.938661340219847489e+02 7.540457993234965670e+02 7.224324296949116615e+02 6.966153428664692910e+02 6.750253014008497985e+02 6.566151637704369932e+02 6.407452803237016496e+02 6.267756639779066745e+02 6.143652459006397066e+02 6.032503381199468322e+02 5.932213805064423013e+02 5.841096201788250255e+02 5.757817081235937167e+02 5.681304081113003122e+02 5.611443536035041006e+02 5.547022587408354184e+02
1.813000000000000000e+03 1.325841815418368242e+03 1.087413660709775513e+03 9.640021770244974277e+02 8.851300163838817525e+02 8.290021678110058474e+02 7.865571317399128475e+02 7.528199353077751539e+02 7.252467650227556533e+02 7.021730885296002498e+02 6.824882073726137151e+02 6.655130900037341917e+02 6.505627848114958169e+02 6.372779954186678424e+02 6.253772661316231734e+02 6.146369665056971598e+02 6.048770539130736097e+02 5.959552710235055883e+02 5.877572861544841771e+02 5.802749458268901890e+02 5.733694725338490343e+02
1.813000000000000000e+03 1.383218728232732019e+03 1.135971141227041471e+03 1.006409000559056608e+03 9.231913595854248342e+02 8.637937354686431490e+02 8.188005972150167509e+02 7.829912914121205176e+02 7.536992713891332869e+02 7.291695485431090447e+02 7.082313510074349097e+02 6.901676449615644060e+02 6.742496533214683723e+02 6.601012803990066686e+02 6.474237421933896712e+02 6.359796815648397796e+02 6.255780607406916261e+02 6.160679433687467963e+02 6.073281354760147224e+02 5.993546111754243384e+02 5.919890263347865584e+02
